reviews,overall_satisfaction,has_satisfaction,has_reviews,accommodates,bathrooms,bedrooms,address_length,room_type,log_price,price_capped
147,4.5,1,1,2,1.0,1.0,26,Entire home/apt,4.454347296253507,85.0
141,5.0,1,1,2,1.0,0.0,26,Entire home/apt,3.951243718581428,51.0
18,4.5,1,1,2,1.0,1.0,27,Private room,3.9318256327243257,50.0
215,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.290459441148391,72.0
156,5.0,1,1,6,1.0,2.0,26,Entire home/apt,4.02535169073515,55.0
89,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.605170185988092,99.0
316,4.5,1,1,6,1.0,0.0,26,Entire home/apt,3.6635616461296463,38.0
79,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.110873864173311,60.0
19,4.5,1,1,6,2.0,2.0,26,Entire home/apt,4.61512051684126,100.0
31,4.5,1,1,7,2.0,3.0,26,Entire home/apt,5.25227342804663,190.0
254,5.0,1,1,2,1.5,1.0,26,Private room,4.48863636973214,88.0
323,5.0,1,1,4,1.0,1.0,26,Private room,4.454347296253507,85.0
27,5.0,1,1,6,3.5,3.0,26,Entire home/apt,5.111987788356544,165.0
17,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.356708826689592,77.0
57,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.127134385045092,61.0
29,5.0,1,1,1,1.0,1.0,26,Private room,3.367295829986474,28.0
96,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.330733340286331,75.0
15,5.0,1,1,4,1.0,0.0,26,Entire home/apt,5.170483995038151,175.0
18,5.0,1,1,4,2.0,2.0,26,Entire home/apt,6.214608098422191,499.0
201,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.382026634673881,79.0
14,5.0,1,1,2,1.0,1.0,27,Private room,3.610917912644224,36.0
10,4.5,1,1,2,1.0,1.0,27,Private room,3.6635616461296463,38.0
232,5.0,1,1,2,1.0,1.0,26,Private room,4.189654742026425,65.0
17,5.0,1,1,1,1.0,1.0,26,Private room,3.4339872044851463,30.0
91,4.5,1,1,2,1.0,1.0,26,Entire home/apt,3.8918202981106265,48.0
3,5.0,1,1,3,1.0,1.0,26,Entire home/apt,5.768320995793772,319.0
22,4.5,1,1,7,2.0,3.0,26,Entire home/apt,5.14166355650266,170.0
26,5.0,1,1,7,2.0,3.0,26,Entire home/apt,5.14166355650266,170.0
50,4.5,1,1,4,1.0,2.0,26,Entire home/apt,5.062595033026967,157.0
11,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.394449154672439,80.0
7,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.941642422609304,139.0
42,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.330733340286331,75.0
113,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.110873864173311,60.0
21,5.0,1,1,3,1.0,1.0,26,Entire home/apt,5.480638923341991,239.0
8,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.3694478524670215,78.0
21,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.867534450455582,129.0
77,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.110873864173311,60.0
0,5.0,0,0,4,1.0,2.0,26,Entire home/apt,4.330733340286331,75.0
259,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.262679877041316,70.0
166,4.5,1,1,5,1.0,0.0,26,Entire home/apt,3.912023005428146,49.0
20,5.0,1,1,4,1.0,0.0,26,Entire home/apt,4.330733340286331,75.0
5,5.0,1,1,6,1.0,2.0,26,Entire home/apt,5.3981627015177525,220.0
136,5.0,1,1,6,1.5,2.0,26,Entire home/apt,4.499809670330265,89.0
170,5.0,1,1,5,1.0,2.0,26,Entire home/apt,4.605170185988092,99.0
14,5.0,1,1,9,2.0,2.0,26,Entire home/apt,5.525452939131784,250.0
238,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.394449154672439,80.0
1,5.0,0,1,2,1.0,0.0,26,Entire home/apt,4.787491742782046,119.0
47,5.0,1,1,8,3.0,4.0,27,Entire home/apt,5.594711379601839,268.0
138,5.0,1,1,6,2.0,2.0,26,Entire home/apt,4.290459441148391,72.0
90,5.0,1,1,1,1.0,1.0,26,Private room,3.4339872044851463,30.0
146,5.0,1,1,4,1.0,0.0,26,Entire home/apt,4.248495242049359,69.0
140,5.0,1,1,2,1.0,1.0,26,Private room,3.367295829986474,28.0
185,4.5,1,1,2,1.0,1.0,26,Private room,3.258096538021482,25.0
217,4.5,1,1,2,2.0,1.0,26,Private room,3.258096538021482,25.0
3,5.0,1,1,6,1.0,2.0,27,Entire home/apt,4.7535901911063645,115.0
56,5.0,1,1,4,1.0,2.0,27,Entire home/apt,4.189654742026425,65.0
247,5.0,1,1,5,1.0,2.0,26,Entire home/apt,4.477336814478207,87.0
9,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.875197323201151,130.0
254,4.5,1,1,4,1.0,0.0,26,Entire home/apt,3.258096538021482,25.0
311,5.0,1,1,4,1.0,0.0,26,Entire home/apt,4.442651256490317,84.0
5,4.0,1,1,5,1.0,2.0,26,Entire home/apt,4.941642422609304,139.0
171,5.0,1,1,2,1.0,0.0,26,Private room,4.0943445622221,59.0
88,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.574710978503383,96.0
25,4.5,1,1,5,2.0,2.0,26,Entire home/apt,5.707110264748875,300.0
5,3.5,1,1,3,1.0,1.0,26,Entire home/apt,4.3694478524670215,78.0
140,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.219507705176107,67.0
93,5.0,1,1,2,1.0,1.0,26,Private room,3.713572066704308,40.0
38,5.0,1,1,4,1.0,2.0,26,Entire home/apt,5.247024072160486,189.0
80,5.0,1,1,2,1.0,1.0,27,Private room,6.2166061010848646,500.0
22,4.5,1,1,2,2.0,1.0,26,Private room,3.951243718581428,51.0
208,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.0943445622221,59.0
17,5.0,1,1,2,1.0,1.0,26,Private room,5.135798437050262,169.0
2,5.0,0,1,2,1.0,1.0,26,Private room,3.9318256327243257,50.0
26,4.5,1,1,4,1.0,1.0,26,Private room,5.560681631015528,259.0
148,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.276666119016055,71.0
6,4.5,1,1,2,1.0,1.0,26,Entire home/apt,4.262679877041316,70.0
122,4.5,1,1,2,1.0,1.0,26,Private room,3.828641396489095,45.0
73,5.0,1,1,12,4.0,6.0,26,Entire home/apt,6.054439346269371,425.0
132,5.0,1,1,2,1.0,1.0,26,Private room,4.189654742026425,65.0
95,4.5,1,1,2,1.0,1.0,26,Private room,4.060443010546419,57.0
104,4.5,1,1,2,1.0,1.0,26,Private room,4.060443010546419,57.0
110,5.0,1,1,2,1.0,1.0,26,Private room,4.060443010546419,57.0
91,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.663439094112067,105.0
102,5.0,1,1,4,1.0,2.0,26,Entire home/apt,5.525452939131784,250.0
106,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.394449154672439,80.0
162,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.663439094112067,105.0
26,4.5,1,1,1,2.0,1.0,26,Private room,3.713572066704308,40.0
18,5.0,1,1,6,1.5,3.0,27,Private room,5.081404364984463,160.0
74,5.0,1,1,2,1.0,1.0,26,Private room,3.828641396489095,45.0
61,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.7535901911063645,115.0
114,5.0,1,1,4,1.0,2.0,26,Private room,4.060443010546419,57.0
11,5.0,1,1,5,2.0,2.0,26,Entire home/apt,5.220355825078324,184.0
31,4.5,1,1,5,1.0,3.0,26,Entire home/apt,5.170483995038151,175.0
6,4.5,1,1,3,1.0,1.0,26,Entire home/apt,5.429345628954441,227.0
27,5.0,1,1,4,1.5,2.0,26,Entire home/apt,5.017279836814924,150.0
227,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.836281906951478,125.0
187,5.0,1,1,4,1.5,1.0,26,Entire home/apt,4.672828834461906,106.0
47,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.663439094112067,105.0
65,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.394449154672439,80.0
4,4.5,1,1,2,1.0,1.0,27,Private room,3.6635616461296463,38.0
15,5.0,1,1,6,1.0,3.0,26,Entire home/apt,5.225746673713202,185.0
8,5.0,1,1,1,3.5,1.0,26,Shared room,4.189654742026425,65.0
3,5.0,1,1,2,1.5,1.0,32,Private room,3.713572066704308,40.0
81,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.48863636973214,88.0
90,4.5,1,1,2,1.0,1.0,26,Private room,4.248495242049359,69.0
290,4.5,1,1,2,1.0,0.0,26,Entire home/apt,4.248495242049359,69.0
20,5.0,1,1,4,1.0,1.0,27,Entire home/apt,4.394449154672439,80.0
119,5.0,1,1,2,1.0,1.0,26,Private room,4.0943445622221,59.0
67,5.0,1,1,6,1.0,2.0,27,Entire home/apt,4.941642422609304,139.0
12,3.5,1,1,6,2.0,2.0,26,Entire home/apt,4.948759890378168,140.0
12,5.0,1,1,6,3.5,3.0,26,Entire home/apt,5.993961427306569,400.0
24,4.5,1,1,4,2.0,2.0,26,Entire home/apt,4.61512051684126,100.0
20,5.0,1,1,5,2.0,2.0,26,Entire home/apt,5.303304908059076,200.0
1,5.0,0,1,3,1.0,1.0,26,Entire home/apt,4.74493212836325,114.0
256,4.5,1,1,2,1.0,0.0,26,Private room,4.0943445622221,59.0
126,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.605170185988092,99.0
158,4.5,1,1,2,1.0,1.0,26,Private room,4.0943445622221,59.0
0,5.0,0,0,2,1.0,1.0,26,Entire home/apt,4.394449154672439,80.0
1,5.0,0,1,1,1.0,1.0,26,Private room,3.6635616461296463,38.0
15,5.0,1,1,6,1.0,2.0,26,Entire home/apt,5.075173815233827,159.0
9,5.0,1,1,5,1.0,2.0,26,Entire home/apt,5.860786223465865,350.0
4,5.0,1,1,6,2.0,3.0,26,Entire home/apt,5.525452939131784,250.0
152,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.795790545596741,120.0
22,5.0,1,1,2,1.5,1.0,26,Entire home/apt,4.709530201312334,110.0
66,4.5,1,1,2,1.0,1.0,26,Entire home/apt,4.770684624465665,117.0
55,4.5,1,1,4,1.0,1.0,26,Entire home/apt,4.844187086458591,126.0
270,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.836281906951478,125.0
180,4.5,1,1,2,1.0,1.0,26,Private room,3.58351893845611,35.0
136,5.0,1,1,2,1.0,0.0,26,Private room,3.58351893845611,35.0
91,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.61512051684126,100.0
136,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.605170185988092,99.0
2,5.0,0,1,4,1.0,2.0,26,Entire home/apt,5.298317366548036,199.0
30,5.0,1,1,2,1.0,1.0,27,Private room,3.912023005428146,49.0
75,5.0,1,1,3,1.5,1.0,26,Private room,4.007333185232471,54.0
320,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.110873864173311,60.0
0,5.0,0,0,2,1.0,1.0,27,Entire home/apt,4.605170185988092,99.0
126,5.0,1,1,16,2.5,4.0,26,Entire home/apt,4.7535901911063645,115.0
36,5.0,1,1,2,1.0,2.0,26,Entire home/apt,4.442651256490317,84.0
0,5.0,0,0,1,1.0,1.0,26,Private room,5.14166355650266,170.0
130,5.0,1,1,5,1.0,2.0,26,Entire home/apt,4.912654885736052,135.0
161,5.0,1,1,2,1.0,0.0,26,Private room,3.912023005428146,49.0
182,4.5,1,1,2,1.0,0.0,26,Private room,3.58351893845611,35.0
128,4.5,1,1,2,1.0,1.0,26,Private room,3.58351893845611,35.0
179,4.5,1,1,2,1.0,0.0,26,Private room,3.58351893845611,35.0
42,4.5,1,1,9,2.5,2.0,26,Entire home/apt,5.525452939131784,250.0
109,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.262679877041316,70.0
132,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.787491742782046,119.0
178,5.0,1,1,2,1.0,0.0,26,Private room,3.912023005428146,49.0
156,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.605170185988092,99.0
170,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.3694478524670215,78.0
37,5.0,1,1,4,1.0,1.0,27,Entire home/apt,4.605170185988092,99.0
119,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.663439094112067,105.0
5,5.0,1,1,3,1.0,1.0,26,Entire home/apt,5.3471075307174685,209.0
8,5.0,1,1,2,1.0,0.0,26,Entire home/apt,5.010635294096256,149.0
183,5.0,1,1,2,1.0,1.0,26,Private room,3.912023005428146,49.0
137,5.0,1,1,2,1.0,0.0,26,Private room,4.0943445622221,59.0
60,4.5,1,1,10,3.0,3.0,26,Entire home/apt,6.214608098422191,499.0
47,5.0,1,1,3,1.0,2.0,26,Private room,4.248495242049359,69.0
15,5.0,1,1,6,2.0,2.0,26,Entire home/apt,5.068904202220232,158.0
218,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.248495242049359,69.0
336,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.248495242049359,69.0
172,5.0,1,1,3,1.0,2.0,26,Private room,4.02535169073515,55.0
279,5.0,1,1,2,1.0,1.0,26,Entire home/apt,3.912023005428146,49.0
185,5.0,1,1,2,1.0,1.0,27,Entire home/apt,4.3694478524670215,78.0
127,4.0,1,1,4,1.0,2.0,26,Entire home/apt,4.477336814478207,87.0
14,5.0,1,1,2,1.0,1.0,26,Private room,4.836281906951478,125.0
52,5.0,1,1,6,2.0,1.0,26,Entire home/apt,5.8805329864007,357.0
85,5.0,1,1,3,1.0,1.0,27,Entire home/apt,4.343805421853684,76.0
16,4.5,1,1,2,1.0,1.0,26,Private room,3.828641396489095,45.0
104,4.5,1,1,6,2.0,3.0,26,Entire home/apt,4.787491742782046,119.0
7,5.0,1,1,2,1.0,1.0,26,Private room,5.081404364984463,160.0
79,5.0,1,1,4,1.0,1.0,26,Entire home/apt,3.8918202981106265,48.0
294,4.5,1,1,2,1.0,0.0,26,Entire home/apt,4.248495242049359,69.0
125,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.663439094112067,105.0
63,5.0,1,1,2,1.0,1.0,26,Private room,4.248495242049359,69.0
8,5.0,1,1,6,2.0,4.0,26,Entire home/apt,5.25227342804663,190.0
0,5.0,0,0,2,0.5,1.0,27,Private room,4.6443908991413725,103.0
3,4.5,1,1,1,1.0,1.0,26,Private room,5.303304908059076,200.0
66,5.0,1,1,6,1.0,2.0,26,Entire home/apt,4.553876891600541,94.0
99,5.0,1,1,6,1.0,2.0,26,Entire home/apt,4.330733340286331,75.0
32,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.564348191467836,95.0
116,4.5,1,1,5,1.0,1.0,26,Entire home/apt,4.189654742026425,65.0
52,5.0,1,1,2,1.0,1.0,26,Entire home/apt,5.707110264748875,300.0
263,5.0,1,1,2,2.0,1.0,26,Private room,3.555348061489413,34.0
230,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.262679877041316,70.0
203,5.0,1,1,12,3.0,3.0,27,Entire home/apt,4.820281565605037,123.0
162,5.0,1,1,6,1.0,2.0,26,Entire home/apt,4.477336814478207,87.0
0,5.0,0,0,6,2.0,2.0,28,Entire home/apt,4.709530201312334,110.0
228,4.5,1,1,2,1.0,1.0,26,Private room,3.912023005428146,49.0
240,5.0,1,1,2,1.0,1.0,26,Private room,4.394449154672439,80.0
127,5.0,1,1,6,1.5,3.0,26,Entire home/apt,5.081404364984463,160.0
165,4.5,1,1,2,1.0,1.0,26,Private room,3.58351893845611,35.0
142,4.5,1,1,2,1.0,1.0,26,Private room,4.0943445622221,59.0
185,4.5,1,1,2,1.0,1.0,26,Entire home/apt,4.948759890378168,140.0
0,5.0,0,0,1,1.0,2.0,26,Entire home/apt,5.303304908059076,200.0
185,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.61512051684126,100.0
12,5.0,1,1,6,2.0,3.0,26,Private room,5.846438775057725,345.0
34,4.5,1,1,3,1.0,1.0,26,Entire home/apt,4.394449154672439,80.0
7,4.0,1,1,3,1.0,1.0,26,Entire home/apt,4.875197323201151,130.0
79,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.48863636973214,88.0
15,4.5,1,1,2,1.0,1.0,26,Entire home/apt,4.454347296253507,85.0
38,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.941642422609304,139.0
31,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.836281906951478,125.0
47,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.189654742026425,65.0
284,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.0943445622221,59.0
6,4.5,1,1,2,1.0,1.0,27,Private room,4.454347296253507,85.0
47,5.0,1,1,4,2.0,2.0,26,Entire home/apt,4.912654885736052,135.0
43,4.5,1,1,4,1.0,1.0,26,Entire home/apt,3.784189633918261,43.0
121,5.0,1,1,6,1.5,3.0,26,Entire home/apt,4.330733340286331,75.0
125,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.663439094112067,105.0
2,5.0,0,1,2,1.0,1.0,26,Private room,4.61512051684126,100.0
9,5.0,1,1,5,1.0,2.0,26,Entire home/apt,5.170483995038151,175.0
36,5.0,1,1,5,2.0,2.0,26,Entire home/apt,4.90527477843843,134.0
119,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.499809670330265,89.0
16,4.5,1,1,4,1.0,2.0,26,Entire home/apt,4.709530201312334,110.0
94,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.663439094112067,105.0
8,4.5,1,1,4,1.0,1.0,27,Entire home/apt,4.897839799950911,133.0
85,5.0,1,1,2,1.0,1.0,27,Private room,3.784189633918261,43.0
3,5.0,1,1,6,2.0,3.0,26,Entire home/apt,4.795790545596741,120.0
0,5.0,0,0,8,2.5,3.0,27,Private room,4.795790545596741,120.0
12,4.5,1,1,2,1.0,1.0,26,Private room,4.262679877041316,70.0
33,4.5,1,1,7,2.0,4.0,26,Entire home/apt,5.017279836814924,150.0
36,4.5,1,1,1,1.0,1.0,27,Private room,3.6635616461296463,38.0
96,5.0,1,1,3,1.0,0.0,26,Entire home/apt,4.477336814478207,87.0
2,5.0,0,1,6,1.5,3.0,26,Entire home/apt,4.61512051684126,100.0
3,5.0,1,1,5,2.0,1.0,26,Entire home/apt,5.247024072160486,189.0
59,5.0,1,1,8,2.0,3.0,26,Entire home/apt,5.703782474656201,299.0
296,5.0,1,1,4,1.0,0.0,26,Entire home/apt,4.836281906951478,125.0
31,4.5,1,1,1,1.0,1.0,27,Private room,3.713572066704308,40.0
23,4.5,1,1,6,1.0,4.0,26,Entire home/apt,5.942799375126701,380.0
42,5.0,1,1,1,1.0,1.0,27,Private room,3.688879454113936,39.0
23,5.0,1,1,4,1.5,2.0,26,Entire home/apt,4.605170185988092,99.0
66,5.0,1,1,2,1.0,0.0,26,Entire home/apt,3.828641396489095,45.0
40,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.330733340286331,75.0
64,4.5,1,1,2,1.5,1.0,26,Private room,4.394449154672439,80.0
48,5.0,1,1,2,1.0,1.0,26,Entire home/apt,5.303304908059076,200.0
46,5.0,1,1,3,1.0,1.0,26,Private room,3.688879454113936,39.0
34,4.5,1,1,2,1.0,1.0,26,Private room,4.262679877041316,70.0
288,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.174387269895637,64.0
58,5.0,1,1,6,2.0,3.0,26,Entire home/apt,5.525452939131784,250.0
64,4.5,1,1,2,1.0,1.0,26,Entire home/apt,4.59511985013459,98.0
119,4.5,1,1,4,1.0,1.0,26,Entire home/apt,4.276666119016055,71.0
68,4.5,1,1,4,1.0,1.0,26,Entire home/apt,4.605170185988092,99.0
28,5.0,1,1,3,1.5,2.0,27,Entire home/apt,4.454347296253507,85.0
0,5.0,0,0,1,1.0,1.0,26,Private room,3.828641396489095,45.0
196,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.48863636973214,88.0
5,4.5,1,1,6,1.0,2.0,26,Entire home/apt,5.298317366548036,199.0
33,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.61512051684126,100.0
63,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.61512051684126,100.0
20,5.0,1,1,1,1.0,1.0,27,Private room,3.828641396489095,45.0
50,4.5,1,1,4,1.0,1.0,26,Entire home/apt,4.219507705176107,67.0
26,5.0,1,1,6,2.5,3.0,26,Entire home/apt,4.770684624465665,117.0
58,5.0,1,1,1,1.0,1.0,26,Private room,3.912023005428146,49.0
58,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.394449154672439,80.0
9,5.0,1,1,8,2.0,4.0,26,Entire home/apt,5.707110264748875,300.0
130,5.0,1,1,2,1.0,1.0,26,Private room,4.262679877041316,70.0
15,5.0,1,1,2,1.0,1.0,26,Private room,4.454347296253507,85.0
77,5.0,1,1,3,1.0,0.0,26,Entire home/apt,5.225746673713202,185.0
134,5.0,1,1,4,1.0,1.0,26,Private room,4.61512051684126,100.0
80,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.189654742026425,65.0
70,4.5,1,1,2,1.0,0.0,26,Entire home/apt,4.564348191467836,95.0
238,4.5,1,1,4,1.0,0.0,26,Entire home/apt,4.382026634673881,79.0
76,5.0,1,1,3,1.0,1.0,26,Entire home/apt,5.420534999272286,225.0
171,4.5,1,1,2,1.0,0.0,26,Private room,4.0943445622221,59.0
158,4.5,1,1,2,1.0,1.0,26,Private room,3.912023005428146,49.0
53,5.0,1,1,10,2.0,5.0,26,Entire home/apt,5.278114659230517,195.0
220,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.394449154672439,80.0
139,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.709530201312334,110.0
40,5.0,1,1,2,1.0,1.0,26,Private room,4.07753744390572,58.0
109,5.0,1,1,6,1.0,2.0,26,Entire home/apt,4.61512051684126,100.0
2,5.0,0,1,3,1.0,2.0,26,Entire home/apt,4.983606621708336,145.0
36,5.0,1,1,4,1.0,2.0,26,Entire home/apt,5.420534999272286,225.0
95,5.0,1,1,2,1.0,1.0,26,Private room,3.9318256327243257,50.0
102,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.912654885736052,135.0
73,4.5,1,1,2,1.0,1.0,26,Entire home/apt,4.795790545596741,120.0
157,4.5,1,1,2,1.0,0.0,26,Private room,3.58351893845611,35.0
161,4.5,1,1,2,1.0,0.0,26,Private room,4.0943445622221,59.0
2,5.0,0,1,2,1.5,1.0,25,Private room,4.330733340286331,75.0
169,4.5,1,1,2,1.0,1.0,26,Entire home/apt,4.553876891600541,94.0
79,5.0,1,1,2,1.5,1.0,26,Private room,4.875197323201151,130.0
71,5.0,1,1,1,1.5,1.0,26,Private room,4.61512051684126,100.0
30,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.31748811353631,74.0
116,4.5,1,1,6,1.0,2.0,26,Entire home/apt,4.382026634673881,79.0
50,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.605170185988092,99.0
1,5.0,0,1,2,2.0,2.0,26,Private room,4.02535169073515,55.0
95,4.5,1,1,2,1.0,2.0,26,Private room,3.9318256327243257,50.0
118,5.0,1,1,5,1.5,2.0,26,Entire home/apt,5.010635294096256,149.0
101,4.5,1,1,2,1.0,1.0,26,Private room,3.9318256327243257,50.0
45,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.948759890378168,140.0
29,5.0,1,1,1,1.0,1.0,26,Private room,4.02535169073515,55.0
58,5.0,1,1,2,1.0,1.0,27,Entire home/apt,4.836281906951478,125.0
34,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.174387269895637,64.0
120,4.5,1,1,2,1.0,0.0,26,Entire home/apt,4.330733340286331,75.0
283,5.0,1,1,2,1.0,1.0,26,Entire home/apt,3.49650756146648,32.0
150,5.0,1,1,2,1.0,1.0,26,Private room,4.02535169073515,55.0
5,5.0,1,1,1,1.0,1.0,26,Private room,4.07753744390572,58.0
89,5.0,1,1,6,2.5,3.0,26,Entire home/apt,5.583496308781699,265.0
341,5.0,1,1,6,1.0,1.0,26,Entire home/apt,4.553876891600541,94.0
26,5.0,1,1,2,0.0,1.0,26,Entire home/apt,3.4011973816621555,29.0
106,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.605170185988092,99.0
32,4.5,1,1,3,1.5,2.0,26,Entire home/apt,5.438079308923196,229.0
76,5.0,1,1,2,1.0,1.0,34,Private room,4.143134726391533,62.0
195,5.0,1,1,2,1.0,1.0,27,Entire home/apt,3.58351893845611,35.0
225,4.5,1,1,2,1.0,1.0,26,Private room,4.262679877041316,70.0
90,5.0,1,1,1,1.0,1.0,26,Private room,3.332204510175204,27.0
44,4.5,1,1,4,1.0,1.0,26,Entire home/apt,4.48863636973214,88.0
129,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.564348191467836,95.0
114,5.0,1,1,2,1.0,1.0,26,Private room,4.30406509320417,73.0
190,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.927253685157205,137.0
131,4.5,1,1,8,2.0,4.0,26,Entire home/apt,4.859812404361672,128.0
3,4.5,1,1,1,1.0,1.0,26,Shared room,4.189654742026425,65.0
2,5.0,0,1,1,1.0,1.0,26,Shared room,4.189654742026425,65.0
1,5.0,0,1,1,1.0,1.0,26,Shared room,4.189654742026425,65.0
1,5.0,0,1,1,1.0,1.0,26,Shared room,4.189654742026425,65.0
2,5.0,0,1,1,1.0,1.0,26,Shared room,4.189654742026425,65.0
4,4.5,1,1,1,1.0,1.0,26,Shared room,4.189654742026425,65.0
192,5.0,1,1,4,1.0,1.0,26,Entire home/apt,4.189654742026425,65.0
77,5.0,1,1,2,1.0,1.0,26,Private room,3.58351893845611,35.0
204,5.0,1,1,5,1.0,2.0,26,Entire home/apt,4.836281906951478,125.0
138,5.0,1,1,8,3.5,3.0,26,Entire home/apt,4.976733742420574,144.0
66,5.0,1,1,2,1.0,1.0,27,Private room,4.262679877041316,70.0
216,5.0,1,1,2,1.0,1.0,27,Private room,3.871201010907891,47.0
35,5.0,1,1,5,2.0,2.0,26,Entire home/apt,4.867534450455582,129.0
143,5.0,1,1,3,1.0,1.0,26,Entire home/apt,4.836281906951478,125.0
2,5.0,0,1,5,2.0,2.0,26,Entire home/apt,4.499809670330265,89.0
6,4.5,1,1,1,1.0,1.0,27,Private room,3.49650756146648,32.0
147,4.5,1,1,5,1.0,1.0,26,Entire home/apt,3.970291913552122,52.0
11,5.0,1,1,5,2.0,3.0,26,Entire home/apt,5.25227342804663,190.0
74,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.605170185988092,99.0
31,5.0,1,1,2,1.0,1.0,26,Entire home/apt,4.564348191467836,95.0
188,4.5,1,1,5,1.0,1.0,26,Entire home/apt,4.007333185232471,54.0
9,3.5,1,1,2,1.0,1.0,26,Entire home/apt,4.394449154672439,80.0
262,5.0,1,1,2,1.0,0.0,26,Entire home/apt,4.143134726391533,62.0
62,5.0,1,1,4,1.0,2.0,26,Entire home/apt,4.189654742026425,65.0
158,5.0,1,1,8,2.0,3.0,26,Entire home/apt,5.075173815233827,159.0
68,4.5,1,1,4,1.0,1.0,26,Entire home/apt,4.59511985013459,98.0
217,4.5,1,1,4,1.0,0.0,26,Entire home/apt,3.258096538021482,25.0
158,4.5,1,1,2,1.0,1.0,26,Private room,3.912023005428146,49.0
9,4.5,1,1,2,1.0,0.0,26,Entire home/apt,5.393627546352362,219.0
33,4.5,1,1,3,1.0,1.0,26,Entire home/apt,4.394449154672439,80.0
16,5.0,1,1,2,1.0,1.0,27,Private room,4.23410650459726,68.0
